11202.839844,11202.839844,0.010300,423.030361,11174.179688,11174.179688,0.010722,423.219978
11143.980469,11143.980469,0.010467,423.157660
11163.339844,11163.799805,0.010383,423.002040
11162.740234,11162.740234,0.010467,423.077984
11190.219727,11190.219727,0.010551,423.210237
12016.320312,12016.320312,0.010722,423.198169
12025.299805,12025.299805,0.010722,423.255435
11983.599609,11983.599609,0.010809,423.020725
12001.099609,12001.099609,0.010809,423.202114
11991.019531,11991.019531,0.010722,423.044320
11691.639648,11691.639648,0.011072,423.125918
11697.519531,11697.519531,0.011252,423.145842
11719.139648,11719.599609,0.011072,423.184880
11706.000000,11706.000000,0.011072,423.179367
11713.820312,11713.820312,0.011252,423.225798
11846.360352,11846.360352,0.010809,423.155161
11813.740234,11814.200195,0.010896,423.142243
11852.860352,11852.860352,0.010896,423.037390
11837.580078,11837.580078,0.011162,423.194249
11831.160156,11831.160156,0.011072,423.001586
12354.240234,12354.240234,0.010136,423.166225
12400.280273,12400.280273,0.010383,423.095530
12384.280273,12384.740234,0.010551,423.123853
12381.280273,12381.280273,0.010218,423.077582
12354.339844,12354.339844,0.010136,423.282531
12073.240234,12073.240234,0.010809,423.247185
12043.900391,12044.360352,0.010809,423.273172
12041.419922,12041.419922,0.010896,423.281547
12050.059570,12050.519531,0.011072,423.138814
12039.099609,12039.559570,0.010984,423.334479
12311.160156,12311.160156,0.012095,423.083505
12320.059570,12320.519531,0.012095,423.306514
12301.839844,12301.839844,0.011998,423.006947
12288.179688,12288.179688,0.011807,423.179991
12316.120117,12316.120117,0.012193,423.099293
12291.580078,12291.580078,0.011619,423.081168
12304.139648,12304.139648,0.011342,423.357710
12287.280273,12287.280273,0.011342,423.012716
12296.759766,12296.759766,0.011619,423.005657
12312.519531,12312.519531,0.011434,423.137429
11657.440430,11657.440430,0.010467,423.139572
11657.440430,11657.440430,0.010383,423.365743
11658.740234,11658.740234,0.010467,423.301802
11645.240234,11645.240234,0.010055,423.137784
11630.639648,11630.639648,0.010136,423.276715
12285.900391,12286.360352,0.010636,423.189245
12303.700195,12303.700195,0.010636,423.294001
12309.059570,12309.059570,0.010636,423.035556
12309.259766,12309.719727,0.010467,423.224655
12311.860352,12311.860352,0.010722,423.075068
13104.980469,13104.980469,0.011526,423.349792
13091.400391,13091.400391,0.011526,423.142108
13088.459961,13088.459961,0.011342,423.135648
13078.759766,13078.759766,0.011526,423.065953
13092.200195,13092.200195,0.011434,423.238869
8768.280273,8768.280273,0.009737,423.323560
8779.839844,8779.839844,0.009974,423.192658
8792.500000,8792.500000,0.010055,423.240287
8769.379883,8769.379883,0.009974,423.212567
8765.860352,8765.860352,0.010218,423.162909
9515.660156,9515.660156,0.011072,423.320845
9474.839844,9474.839844,0.010896,423.288032
9514.700195,9514.700195,0.011434,423.336371
9471.400391,9471.400391,0.011162,423.226095
9508.160156,9508.160156,0.011072,423.011193
8689.459961,8689.459961,0.007061,423.002179
8713.599609,8713.599609,0.007351,423.145014
8696.000000,8696.919922,0.007176,423.314949
8695.780273,8695.780273,0.007061,423.260874
8712.799805,8712.799805,0.007470,423.133033
1110206.125000,1110206.125000,0.009815,423.312428
1110174.625000,1110174.625000,0.009974,423.334290
1110195.875000,1110195.875000,0.009737,423.077205
1110215.625000,1110215.625000,0.009659,423.286497
1110199.875000,1110199.875000,0.009659,423.353654
10459.099609,10459.099609,0.010551,423.308848
10489.040039,10489.040039,0.010722,423.310645
10426.519531,10426.519531,0.010722,423.347530
10460.740234,10460.740234,0.010551,423.002827
10427.480469,10427.480469,0.010551,423.237404
9038.919922,9038.919922,0.009354,423.346337
9058.299805,9058.299805,0.009354,423.098842
9051.599609,9051.599609,0.009505,423.305384
9069.179688,9069.179688,0.009505,423.145859
9056.000000,9056.000000,0.009354,423.159997
1709829.750000,1709829.750000,0.007410,423.072220
1709831.625000,1709831.625000,0.007410,423.255516
1709858.750000,1709859.625000,0.007351,423.272376
1709810.000000,1709810.000000,0.007470,423.059729
1709847.875000,1709847.875000,0.007292,423.319121
10704.259766,10704.719727,0.011713,423.282606
10753.080078,10753.080078,0.011998,423.036258
10752.059570,10752.059570,0.011713,423.057640
10701.099609,10701.559570,0.011807,423.009279
10740.339844,10740.339844,0.011807,423.359693
210718.656250,210719.125000,0.011342,423.130789
210747.437500,210747.437500,0.011252,423.102839
210713.906250,210714.812500,0.011252,423.327777
210718.984375,210718.984375,0.011342,423.232328
210732.937500,210732.937500,0.011526,423.028303
10217.259766,10217.259766,0.013426,423.151314
10279.120117,10280.040039,0.013212,423.252062
10251.360352,10251.360352,0.013426,423.118080
10216.120117,10216.120117,0.013319,423.261898
10221.559570,10221.559570,0.013107,423.371807
9817.719727,9817.719727,0.007966,423.176844
9812.419922,9812.419922,0.007652,423.133351
9823.580078,9823.580078,0.007652,423.143808
9840.540039,9840.540039,0.007776,423.132740
9853.480469,9853.480469,0.007714,423.183186
1308606.000000,1308606.000000,0.010300,423.346552
1308578.750000,1308578.750000,0.010300,423.071545
1308620.000000,1308620.000000,0.010218,423.305343
1308564.625000,1308564.625000,0.010055,423.095450
1308584.500000,1308585.000000,0.010055,423.174893
7344.640137,7344.640137,0.009815,423.120432
7392.319824,7392.319824,0.009505,423.195119
7349.620117,7349.620117,0.009505,423.038992
7377.379883,7377.379883,0.009354,423.152692
7374.299805,7374.299805,0.009659,423.166435
3009483.000000,3009483.750000,0.010383,423.295308
3009448.750000,3009448.750000,0.010722,423.117850
3009451.500000,3009452.000000,0.010383,423.103509
3009476.750000,3009476.750000,0.010551,423.269531
3009451.750000,3009451.750000,0.010218,423.322758
8608112.000000,8608112.000000,0.005639,423.295793
8608090.000000,8608090.000000,0.005639,423.186005
8608086.000000,8608086.000000,0.005505,423.302215
8608084.000000,8608084.000000,0.005505,423.298439
8608065.000000,8608065.000000,0.005461,423.042482
210519.203125,210519.203125,0.009279,423.215213
210505.265625,210505.718750,0.009505,423.223715
210473.046875,210473.046875,0.010055,423.046859
210487.296875,210487.296875,0.009279,423.301516
210493.546875,210493.546875,0.009279,423.125073
1707164.750000,1707164.750000,0.008494,423.173173
1707174.000000,1707174.000000,0.008292,423.085097
1707155.750000,1707156.750000,0.008842,423.235123
1707163.625000,1707163.625000,0.008226,423.059773
1707134.375000,1707134.375000,0.008772,423.024043
1407254.250000,1407254.250000,0.008701,423.258513
1407240.875000,1407240.875000,0.006893,423.088051
1407236.250000,1407236.250000,0.006783,423.083224
1407227.500000,1407227.500000,0.043376,423.088782
1407230.125000,1407230.125000,0.006893,423.265201
1907264.875000,1907264.875000,0.045154,423.218458
1907227.375000,1907227.875000,0.014317,423.105744
1907272.125000,1907272.500000,0.007530,423.116385
1907236.500000,1907236.500000,0.049325,423.053876
1907232.125000,1907232.125000,0.008914,423.144019
709915.437500,709915.437500,0.009354,423.315816
709887.437500,709887.437500,0.010467,423.121541
709947.687500,709948.125000,0.016412,423.254378
709912.000000,709912.437500,0.010809,423.104621
709933.750000,709933.750000,0.009058,423.362804
7727.979980,7727.979980,0.009505,423.141772
7696.520020,7696.979980,0.010722,423.036246
7743.319824,7743.319824,0.012390,423.354252
7716.100098,7716.100098,0.012095,423.133796
7707.080078,7707.080078,0.012795,423.271882
4308873.000000,4308873.000000,0.008842,423.343932
4308912.000000,4308912.000000,0.004959,423.276816
4308922.000000,4308922.500000,0.014317,423.035668
4308922.500000,4308922.500000,0.007902,423.224730
4308893.000000,4308893.000000,0.021915,423.106712
